GRD_NEWID,MS_POPULATION_20200101
1kmN3029E3961,186
1kmN3030E3961,101
1kmN3031E3961,164
1kmN3032E3961,184
1kmN3033E3961,1
1kmN3034E3961,346
1kmN3035E3961,6
1kmN3036E3961,9
1kmN3037E3961,0
1kmN3038E3961,40
1kmN3039E3961,4
1kmN3040E3961,71
1kmN3041E3961,8
1kmN3042E3961,0
1kmN3043E3961,1
1kmN3044E3961,195
1kmN3045E3961,10
1kmN3046E3961,306
1kmN3047E3961,7
1kmN3048E3961,256
1kmN3049E3961,154
1kmN3050E3961,10
1kmN3051E3961,44
1kmN3052E3961,366
1kmN3053E3961,6
1kmN3054E3961,107
1kmN3055E3961,331
1kmN3056E3961,0
1kmN3057E3961,17
1kmN3058E3961,0
1kmN3059E3961,242
1kmN3060E3961,203
1kmN3061E3961,34
1kmN3062E3961,308
1kmN3063E3961,24
1kmN3064E3961,5
1kmN3065E3961,547
1kmN3066E3961,331
1kmN3067E3961,319
1kmN3068E3961,272
1kmN3069E3961,20
1kmN3070E3961,284
1kmN3071E3961,319
1kmN3072E3961,133
1kmN3073E3961,219
1kmN3074E3961,308
1kmN3075E3961,17
1kmN3076E3961,2
1kmN3077E3961,226
1kmN3078E3961,0
1kmN3079E3961,0
1kmN3080E3961,176
1kmN3081E3961,55
1kmN3082E3961,289
1kmN3083E3961,0
1kmN3084E3961,87
1kmN3085E3961,237
1kmN3086E3961,1385
1kmN3087E3961,150
1kmN3088E3961,193
1kmN3089E3961,114
1kmN3090E3961,231
1kmN3091E3961,1049
1kmN3092E3961,16
1kmN3093E3961,24
1kmN3094E3961,18
1kmN3095E3961,117
1kmN3096E3961,237
1kmN3097E3961,457
1kmN3098E3961,145
1kmN3099E3961,33
1kmN3100E3961,390
1kmN3101E3961,567
1kmN3102E3961,205
1kmN3103E3961,24
1kmN3104E3961,68
1kmN3105E3961,145
1kmN3106E3961,193
1kmN3107E3961,151
1kmN3108E3961,430
1kmN3109E3961,230
1kmN3110E3961,152
1kmN3111E3961,556
1kmN3112E3961,749
1kmN3113E3961,196
1kmN3114E3961,104
1kmN3115E3961,28
1kmN3116E3961,609
1kmN3117E3961,586
1kmN3118E3961,67
1kmN3119E3961,44
1kmN3120E3961,285
1kmN3121E3961,664
1kmN3122E3961,326
1kmN3123E3961,1116
1kmN3124E3961,830
1kmN3125E3961,840
1kmN3126E3961,297
1kmN3127E3961,1854
1kmN3128E3961,29
1kmN3129E3961,63
1kmN3130E3961,443
1kmN3131E3961,1919
1kmN3132E3961,298
1kmN3133E3961,228
1kmN3134E3961,83
1kmN3135E3961,17
1kmN3136E3961,255
1kmN3137E3961,63
1kmN3138E3961,6
1kmN3139E3961,50
1kmN3140E3961,8
1kmN3141E3961,21
1kmN3142E3961,17
1kmN3143E3961,134
1kmN3144E3961,71
1kmN3145E3961,526
1kmN3146E3961,1019
1kmN3147E3961,1544
1kmN3148E3961,189
1kmN3149E3961,28
1kmN3150E3961,45
1kmN3151E3961,44
1kmN3152E3961,30
1kmN3153E3961,45
1kmN3154E3961,32
1kmN3155E3961,56
1kmN3156E3961,16
1kmN3157E3961,0
1kmN3158E3961,0
1kmN3159E3961,5
1kmN3160E3961,8
1kmN3161E3961,35
1kmN3162E3961,21
1kmN3163E3961,17
1kmN3164E3961,65
1kmN3165E3961,49
1kmN3166E3961,2
1kmN3167E3961,0
1kmN2974E3962,0
1kmN2975E3962,0
1kmN2976E3962,24
1kmN2977E3962,75
1kmN2978E3962,19
1kmN2979E3962,3
1kmN2980E3962,2
1kmN2981E3962,88
1kmN2982E3962,79
1kmN2983E3962,0
1kmN2984E3962,0
1kmN2985E3962,0
1kmN2986E3962,0
1kmN2987E3962,161
1kmN2988E3962,2
1kmN2989E3962,0
1kmN2990E3962,0
1kmN2991E3962,0
1kmN2992E3962,32
1kmN2993E3962,46
1kmN2994E3962,0
1kmN2995E3962,0
1kmN2996E3962,0
1kmN2997E3962,0
1kmN2998E3962,0
1kmN2999E3962,0
1kmN3000E3962,0
1kmN3001E3962,0
1kmN3002E3962,0
1kmN3003E3962,0
1kmN3004E3962,0
1kmN3005E3962,16
1kmN3006E3962,88
1kmN3007E3962,0
1kmN3008E3962,34
1kmN3009E3962,0
1kmN3010E3962,19
1kmN3011E3962,170
1kmN3012E3962,0
1kmN3013E3962,174
1kmN3014E3962,0
1kmN3015E3962,0
1kmN3016E3962,126
1kmN3017E3962,0
1kmN3018E3962,0
1kmN3019E3962,0
1kmN3020E3962,0
1kmN3021E3962,0
1kmN3022E3962,9
1kmN3023E3962,0
1kmN3024E3962,0
1kmN3025E3962,8
1kmN3026E3962,0
1kmN3027E3962,0
1kmN3028E3962,128
1kmN3029E3962,0
1kmN3030E3962,20
1kmN3031E3962,204
1kmN3032E3962,3
1kmN3033E3962,0
1kmN3034E3962,33
1kmN3035E3962,74
1kmN3036E3962,0
1kmN3037E3962,179
1kmN3038E3962,402
1kmN3039E3962,23
1kmN3040E3962,0
1kmN3041E3962,111
1kmN3042E3962,2
1kmN3043E3962,0
1kmN3044E3962,776
1kmN3045E3962,238
1kmN3046E3962,97
1kmN3047E3962,87
1kmN3048E3962,0
1kmN3049E3962,44
1kmN3050E3962,70
1kmN3051E3962,139
1kmN3052E3962,129
1kmN3053E3962,124
1kmN3054E3962,0
1kmN3055E3962,300
1kmN3056E3962,129
1kmN3057E3962,295
1kmN3058E3962,455
1kmN3059E3962,57
1kmN3060E3962,148
1kmN3061E3962,18
1kmN3062E3962,0
1kmN3063E3962,18
1kmN3064E3962,86
1kmN3065E3962,78
1kmN3066E3962,287
1kmN3067E3962,125
1kmN3068E3962,362
1kmN3069E3962,0
1kmN3070E3962,9
1kmN3071E3962,15
1kmN3072E3962,69
1kmN3073E3962,350
1kmN3074E3962,139
1kmN3075E3962,0
1kmN3076E3962,294
1kmN3077E3962,308
1kmN3078E3962,21
1kmN3079E3962,144
1kmN3080E3962,707
1kmN3081E3962,115
1kmN3082E3962,0
1kmN3083E3962,0
1kmN3084E3962,49
1kmN3085E3962,644
1kmN3086E3962,157
1kmN3087E3962,70
1kmN3088E3962,85
1kmN3089E3962,45
1kmN3090E3962,171
1kmN3091E3962,34
1kmN3092E3962,217
1kmN3093E3962,318
1kmN3094E3962,42
1kmN3095E3962,99
1kmN3096E3962,43
1kmN3097E3962,171
1kmN3098E3962,119
1kmN3099E3962,324
1kmN3100E3962,84
1kmN3101E3962,249
1kmN3102E3962,45
1kmN3103E3962,226
1kmN3104E3962,192
1kmN3105E3962,278
1kmN3106E3962,181
1kmN3107E3962,519
1kmN3108E3962,997
1kmN3109E3962,178
1kmN3110E3962,16
1kmN3111E3962,212
1kmN3112E3962,137
1kmN3113E3962,333
1kmN3114E3962,162
1kmN3115E3962,267
1kmN3116E3962,791
1kmN3117E3962,1340
1kmN3118E3962,54
1kmN3119E3962,211
1kmN3120E3962,731
1kmN3121E3962,1258
1kmN3122E3962,442
1kmN3123E3962,198
1kmN3124E3962,270
1kmN3125E3962,577
1kmN3126E3962,223
1kmN3127E3962,492
1kmN3128E3962,272
1kmN3129E3962,105
1kmN3130E3962,95
1kmN3131E3962,212
1kmN3132E3962,7
1kmN3133E3962,96
1kmN3134E3962,63
1kmN3135E3962,98
1kmN3136E3962,8
1kmN3137E3962,47
1kmN3138E3962,19
1kmN3139E3962,88
1kmN3140E3962,773
1kmN3141E3962,355
1kmN3142E3962,79
1kmN3143E3962,13
1kmN3144E3962,106
1kmN3145E3962,717
1kmN3146E3962,2199
1kmN3147E3962,1607
1kmN3148E3962,255
1kmN3149E3962,34
1kmN3150E3962,524
1kmN3151E3962,1675
1kmN3152E3962,387
1kmN3153E3962,17
1kmN3154E3962,27
1kmN3155E3962,109
1kmN3156E3962,17
1kmN3157E3962,0
1kmN3158E3962,0
1kmN3159E3962,0
1kmN3160E3962,0
1kmN3161E3962,0
1kmN3162E3962,6
1kmN3163E3962,6
1kmN3164E3962,39
1kmN3165E3962,0
1kmN2973E3963,0
1kmN2974E3963,0
1kmN2975E3963,0
1kmN2976E3963,0
1kmN2977E3963,0
1kmN2978E3963,0
1kmN2979E3963,0
1kmN2980E3963,0
1kmN2981E3963,0
1kmN2982E3963,0
1kmN2983E3963,0
1kmN2984E3963,3
1kmN2985E3963,0
1kmN2986E3963,3
1kmN2987E3963,6
1kmN2988E3963,86
1kmN2989E3963,0
1kmN2990E3963,0
1kmN2991E3963,5
1kmN2992E3963,332
1kmN2993E3963,392
1kmN2994E3963,6
1kmN2995E3963,0
1kmN2996E3963,0
1kmN2997E3963,0
1kmN2998E3963,0
1kmN2999E3963,230
1kmN3000E3963,0
1kmN3001E3963,0
1kmN3002E3963,0
1kmN3003E3963,0
1kmN3004E3963,0
1kmN3005E3963,2
1kmN3006E3963,200
1kmN3007E3963,0
1kmN3008E3963,2
1kmN3009E3963,6
1kmN3010E3963,287
1kmN3011E3963,9
1kmN3012E3963,129
1kmN3013E3963,35
1kmN3014E3963,0
1kmN3015E3963,0
1kmN3016E3963,0
1kmN3017E3963,0
1kmN3018E3963,0
1kmN3019E3963,5
1kmN3020E3963,0
1kmN3021E3963,110
1kmN3022E3963,91
1kmN3023E3963,94
1kmN3024E3963,49
1kmN3025E3963,0
1kmN3026E3963,47
1kmN3027E3963,62
1kmN3028E3963,368
1kmN3029E3963,15
1kmN3030E3963,137
1kmN3031E3963,37
1kmN3032E3963,0
1kmN3033E3963,0
1kmN3034E3963,191
1kmN3035E3963,239
1kmN3036E3963,12
1kmN3037E3963,258
1kmN3038E3963,3
1kmN3039E3963,4
1kmN3040E3963,5
1kmN3041E3963,661
1kmN3042E3963,78
1kmN3043E3963,8
1kmN3044E3963,70
1kmN3045E3963,44
1kmN3046E3963,132
1kmN3047E3963,52
1kmN3048E3963,10
1kmN3049E3963,163
1kmN3050E3963,814
1kmN3051E3963,94
1kmN3052E3963,47
1kmN3053E3963,168
1kmN3054E3963,36
1kmN3055E3963,122
1kmN3056E3963,364
1kmN3057E3963,49
1kmN3058E3963,72
1kmN3059E3963,0
1kmN3060E3963,71
1kmN3061E3963,30
1kmN3062E3963,119
1kmN3063E3963,129
1kmN3064E3963,412
1kmN3065E3963,252
1kmN3066E3963,0
1kmN3067E3963,7
1kmN3068E3963,99
1kmN3069E3963,39
1kmN3070E3963,0
1kmN3071E3963,0
1kmN3072E3963,24
1kmN3073E3963,585
1kmN3074E3963,16
1kmN3075E3963,46
1kmN3076E3963,51
1kmN3077E3963,150
1kmN3078E3963,143
1kmN3079E3963,60
1kmN3080E3963,80
1kmN3081E3963,277
1kmN3082E3963,6
1kmN3083E3963,0
1kmN3084E3963,5
1kmN3085E3963,201
1kmN3086E3963,0
1kmN3087E3963,98
1kmN3088E3963,786
1kmN3089E3963,1746
1kmN3090E3963,3166
1kmN3091E3963,482
1kmN3092E3963,142
1kmN3093E3963,495
1kmN3094E3963,57
1kmN3095E3963,278
1kmN3096E3963,183
1kmN3097E3963,215
1kmN3098E3963,39
1kmN3099E3963,180
1kmN3100E3963,67
1kmN3101E3963,257
1kmN3102E3963,525
1kmN3103E3963,619
1kmN3104E3963,717
1kmN3105E3963,377
1kmN3106E3963,77
1kmN3107E3963,371
1kmN3108E3963,1040
1kmN3109E3963,447
1kmN3110E3963,75
1kmN3111E3963,137
1kmN3112E3963,87
1kmN3113E3963,126
1kmN3114E3963,419
1kmN3115E3963,255
1kmN3116E3963,81
1kmN3117E3963,328
1kmN3118E3963,264
1kmN3119E3963,128
1kmN3120E3963,226
1kmN3121E3963,69
1kmN3122E3963,340
1kmN3123E3963,11
1kmN3124E3963,20
1kmN3125E3963,94
1kmN3126E3963,120
1kmN3127E3963,46
1kmN3128E3963,259
1kmN3129E3963,650
1kmN3130E3963,221
1kmN3131E3963,96
1kmN3132E3963,158
1kmN3133E3963,7
1kmN3134E3963,7
1kmN3135E3963,38
1kmN3136E3963,214
1kmN3137E3963,23
1kmN3138E3963,79
1kmN3139E3963,14
1kmN3140E3963,839
1kmN3141E3963,1523
1kmN3142E3963,167
1kmN3143E3963,0
1kmN3144E3963,432
1kmN3145E3963,847
1kmN3146E3963,2403
1kmN3147E3963,2138
1kmN3148E3963,48
1kmN3149E3963,147
1kmN3150E3963,1571
1kmN3151E3963,1618
1kmN3152E3963,100
1kmN3153E3963,71
1kmN3154E3963,24
1kmN3155E3963,32
1kmN3156E3963,64
1kmN3157E3963,0
1kmN3158E3963,0
1kmN3161E3963,0
1kmN3162E3963,0
1kmN3163E3963,0
1kmN3164E3963,0
1kmN3165E3963,0
1kmN2973E3964,0
1kmN2974E3964,0
1kmN2975E3964,0
1kmN2976E3964,0
1kmN2977E3964,8
1kmN2978E3964,3
1kmN2979E3964,13
1kmN2980E3964,0
1kmN2981E3964,0
1kmN2982E3964,0
1kmN2983E3964,0
1kmN2984E3964,96
1kmN2985E3964,2
1kmN2986E3964,0
1kmN2987E3964,0
1kmN2988E3964,63
1kmN2989E3964,0
1kmN2990E3964,9
1kmN2991E3964,50
1kmN2992E3964,178
1kmN2993E3964,50
1kmN2994E3964,0
1kmN2995E3964,0
1kmN2996E3964,0
1kmN2997E3964,0
1kmN2998E3964,0
1kmN2999E3964,247
1kmN3000E3964,163
1kmN3001E3964,0
1kmN3002E3964,0
1kmN3003E3964,0
1kmN3004E3964,0
1kmN3005E3964,0
1kmN3006E3964,0
1kmN3007E3964,0
1kmN3008E3964,16
1kmN3009E3964,0
1kmN3010E3964,467
1kmN3011E3964,35
1kmN3012E3964,122
1kmN3013E3964,0
1kmN3014E3964,0
1kmN3015E3964,0
1kmN3016E3964,0
1kmN3017E3964,0
1kmN3018E3964,0
1kmN3019E3964,56
1kmN3020E3964,498
1kmN3021E3964,0
1kmN3022E3964,0
1kmN3023E3964,31
1kmN3024E3964,4
1kmN3025E3964,96
1kmN3026E3964,28
1kmN3027E3964,18
1kmN3028E3964,0
1kmN3029E3964,9
1kmN3030E3964,194
1kmN3031E3964,40
1kmN3032E3964,0
1kmN3033E3964,1
1kmN3034E3964,0
1kmN3035E3964,349
1kmN3036E3964,128
1kmN3037E3964,392
1kmN3038E3964,41
1kmN3039E3964,21
1kmN3040E3964,3
1kmN3041E3964,179
1kmN3042E3964,43
1kmN3043E3964,368
1kmN3044E3964,10
1kmN3045E3964,19
1kmN3046E3964,14
1kmN3047E3964,6
1kmN3048E3964,31
1kmN3049E3964,65
1kmN3050E3964,172
1kmN3051E3964,6
1kmN3052E3964,114
1kmN3053E3964,24
1kmN3054E3964,455
1kmN3055E3964,175
1kmN3056E3964,19
1kmN3057E3964,54
1kmN3058E3964,0
1kmN3059E3964,15
1kmN3060E3964,134
1kmN3061E3964,74
1kmN3062E3964,214
1kmN3063E3964,184
1kmN3064E3964,60
1kmN3065E3964,176
1kmN3066E3964,2
1kmN3067E3964,0
1kmN3068E3964,255
1kmN3069E3964,178
1kmN3070E3964,8
1kmN3071E3964,0
1kmN3072E3964,0
1kmN3073E3964,0
1kmN3074E3964,28
1kmN3075E3964,1187
1kmN3076E3964,138
1kmN3077E3964,142
1kmN3078E3964,346
1kmN3079E3964,36
1kmN3080E3964,0
1kmN3081E3964,99
1kmN3082E3964,5
1kmN3083E3964,0
1kmN3084E3964,76
1kmN3085E3964,235
1kmN3086E3964,19
1kmN3087E3964,1111
1kmN3088E3964,1741
1kmN3089E3964,5173
1kmN3090E3964,3741
1kmN3091E3964,562
1kmN3092E3964,67
1kmN3093E3964,199
1kmN3094E3964,7
1kmN3095E3964,207
1kmN3096E3964,33
1kmN3097E3964,202
1kmN3098E3964,162
1kmN3099E3964,362
1kmN3100E3964,32
1kmN3101E3964,183
1kmN3102E3964,269
1kmN3103E3964,423
1kmN3104E3964,201
1kmN3105E3964,152
1kmN3106E3964,101
1kmN3107E3964,218
1kmN3108E3964,491
1kmN3109E3964,450
1kmN3110E3964,180
1kmN3111E3964,24
1kmN3112E3964,185
1kmN3113E3964,306
1kmN3114E3964,526
1kmN3115E3964,41
1kmN3116E3964,204
1kmN3117E3964,95
1kmN3118E3964,116
1kmN3119E3964,699
1kmN3120E3964,670
1kmN3121E3964,839
1kmN3122E3964,627
1kmN3123E3964,407
1kmN3124E3964,155
1kmN3125E3964,1161
1kmN3126E3964,1971
1kmN3127E3964,224
1kmN3128E3964,788
1kmN3129E3964,1488
1kmN3130E3964,1705
1kmN3131E3964,815
1kmN3132E3964,179
1kmN3133E3964,25
1kmN3134E3964,131
1kmN3135E3964,0
1kmN3136E3964,211
1kmN3137E3964,285
1kmN3138E3964,1033
1kmN3139E3964,223
1kmN3140E3964,28
1kmN3141E3964,145
1kmN3142E3964,112
1kmN3143E3964,0
1kmN3144E3964,1510
1kmN3145E3964,2064
1kmN3146E3964,2257
1kmN3147E3964,357
1kmN3148E3964,6
1kmN3149E3964,78
1kmN3150E3964,466
1kmN3151E3964,120
1kmN3152E3964,36
1kmN3153E3964,15
1kmN3154E3964,17
1kmN3155E3964,40
1kmN3156E3964,33
1kmN3157E3964,0
1kmN2972E3965,0
1kmN2973E3965,17
1kmN2974E3965,9
1kmN2975E3965,151
1kmN2976E3965,79
1kmN2977E3965,0
1kmN2978E3965,0
1kmN2979E3965,40
1kmN2980E3965,202
1kmN2981E3965,6
1kmN2982E3965,0
1kmN2983E3965,0
1kmN2984E3965,0
1kmN2985E3965,2
1kmN2986E3965,0
1kmN2987E3965,0
1kmN2988E3965,1
1kmN2989E3965,11
1kmN2990E3965,5
1kmN2991E3965,44
1kmN2992E3965,205
1kmN2993E3965,0
1kmN2994E3965,0
1kmN2995E3965,0
1kmN2996E3965,0
1kmN2997E3965,0
1kmN2998E3965,10
1kmN2999E3965,23
1kmN3000E3965,60
1kmN3001E3965,19
1kmN3002E3965,0
1kmN3003E3965,0
1kmN3004E3965,0
1kmN3005E3965,0
1kmN3006E3965,0
1kmN3007E3965,0
1kmN3008E3965,76
1kmN3009E3965,14
1kmN3010E3965,3
1kmN3011E3965,0
1kmN3012E3965,133
1kmN3013E3965,11
1kmN3014E3965,22
1kmN3015E3965,0
1kmN3016E3965,99
1kmN3017E3965,8
1kmN3018E3965,14
1kmN3019E3965,200
1kmN3020E3965,93
1kmN3021E3965,0
1kmN3022E3965,6
1kmN3023E3965,5
1kmN3024E3965,8
1kmN3025E3965,250
1kmN3026E3965,5
1kmN3027E3965,0
1kmN3028E3965,19
1kmN3029E3965,5
1kmN3030E3965,0
1kmN3031E3965,11
1kmN3032E3965,0
1kmN3033E3965,0
1kmN3034E3965,0
1kmN3035E3965,448
1kmN3036E3965,0
1kmN3037E3965,130
1kmN3038E3965,0
1kmN3039E3965,0
1kmN3040E3965,10
1kmN3041E3965,0
1kmN3042E3965,138
1kmN3043E3965,687
1kmN3044E3965,42
1kmN3045E3965,6
1kmN3046E3965,93
1kmN3047E3965,10
1kmN3048E3965,135
1kmN3049E3965,155
1kmN3050E3965,19
1kmN3051E3965,286
1kmN3052E3965,437
1kmN3053E3965,4
1kmN3054E3965,138
1kmN3055E3965,218
1kmN3056E3965,487
1kmN3057E3965,255
1kmN3058E3965,7
1kmN3059E3965,80
1kmN3060E3965,365
1kmN3061E3965,602
1kmN3062E3965,28
1kmN3063E3965,111
1kmN3064E3965,143
1kmN3065E3965,15
1kmN3066E3965,274
1kmN3067E3965,0
1kmN3068E3965,0
1kmN3069E3965,220
1kmN3070E3965,242
1kmN3071E3965,10
1kmN3072E3965,135
1kmN3073E3965,0
1kmN3074E3965,0
1kmN3075E3965,382
1kmN3076E3965,7
1kmN3077E3965,25
1kmN3078E3965,158
1kmN3079E3965,108
1kmN3080E3965,439
1kmN3081E3965,251
1kmN3082E3965,8
1kmN3083E3965,0
1kmN3084E3965,47
1kmN3085E3965,651
1kmN3086E3965,53
1kmN3087E3965,62
1kmN3088E3965,1302
1kmN3089E3965,2010
1kmN3090E3965,1663
1kmN3091E3965,450
1kmN3092E3965,150
1kmN3093E3965,586
1kmN3094E3965,274
1kmN3095E3965,66
1kmN3096E3965,276
1kmN3097E3965,176
1kmN3098E3965,148
1kmN3099E3965,20
1kmN3100E3965,199
1kmN3101E3965,107
1kmN3102E3965,43
1kmN3103E3965,70
1kmN3104E3965,367
1kmN3105E3965,144
1kmN3106E3965,306
1kmN3107E3965,426
1kmN3108E3965,258
1kmN3109E3965,479
1kmN3110E3965,389
1kmN3111E3965,0
1kmN3112E3965,423
1kmN3113E3965,394
1kmN3114E3965,388
1kmN3115E3965,550
1kmN3116E3965,579
1kmN3117E3965,56
1kmN3118E3965,8
1kmN3119E3965,563
1kmN3120E3965,613
1kmN3121E3965,1206
1kmN3122E3965,1054
1kmN3123E3965,1728
1kmN3124E3965,37
1kmN3125E3965,74
1kmN3126E3965,896
1kmN3127E3965,25
1kmN3128E3965,213
1kmN3129E3965,616
1kmN3130E3965,394
1kmN3131E3965,939
1kmN3132E3965,397
1kmN3133E3965,201
1kmN3134E3965,365
1kmN3135E3965,389
1kmN3136E3965,1500
1kmN3137E3965,176
1kmN3138E3965,1610
1kmN3139E3965,468
1kmN3140E3965,32
1kmN3141E3965,17
1kmN3142E3965,28
1kmN3143E3965,3
1kmN3144E3965,459
1kmN3145E3965,1698
1kmN3146E3965,1084
1kmN3147E3965,42
1kmN3148E3965,18
1kmN3149E3965,112
1kmN3150E3965,238
1kmN3151E3965,78
1kmN3152E3965,20
1kmN3153E3965,4
1kmN3154E3965,216
1kmN3155E3965,129
1kmN3156E3965,225
1kmN3157E3965,0
1kmN3158E3965,0
1kmN2972E3966,0
1kmN2973E3966,4
1kmN2974E3966,1
1kmN2975E3966,366
1kmN2976E3966,1264
1kmN2977E3966,166
1kmN2978E3966,21
1kmN2979E3966,61
1kmN2980E3966,34
1kmN2981E3966,0
1kmN2982E3966,115
1kmN2983E3966,95
1kmN2984E3966,9
1kmN2985E3966,0
1kmN2986E3966,3
1kmN2987E3966,0
1kmN2988E3966,16
1kmN2989E3966,0
1kmN2990E3966,0
1kmN2991E3966,0
1kmN2992E3966,58
1kmN2993E3966,118
1kmN2994E3966,4
1kmN2995E3966,6
1kmN2996E3966,8
1kmN2997E3966,0
1kmN2998E3966,38
1kmN2999E3966,0
1kmN3000E3966,0
1kmN3001E3966,0
1kmN3002E3966,0
1kmN3003E3966,0
1kmN3004E3966,0
1kmN3005E3966,0
1kmN3006E3966,0
1kmN3007E3966,0
1kmN3008E3966,215
1kmN3009E3966,45
1kmN3010E3966,18
1kmN3011E3966,7
1kmN3012E3966,9
1kmN3013E3966,49
1kmN3014E3966,243
1kmN3015E3966,3
1kmN3016E3966,72
1kmN3017E3966,163
1kmN3018E3966,20
1kmN3019E3966,24
1kmN3020E3966,0
1kmN3021E3966,9
1kmN3022E3966,3
1kmN3023E3966,25
1kmN3024E3966,35
1kmN3025E3966,0
1kmN3026E3966,3
1kmN3027E3966,0
1kmN3028E3966,2
1kmN3029E3966,132
1kmN3030E3966,0
1kmN3031E3966,0
1kmN3032E3966,0
1kmN3033E3966,7
1kmN3034E3966,11
1kmN3035E3966,51
1kmN3036E3966,0
1kmN3037E3966,12
1kmN3038E3966,132
1kmN3039E3966,243
1kmN3040E3966,29
1kmN3041E3966,39
1kmN3042E3966,58
1kmN3043E3966,32
1kmN3044E3966,0
1kmN3045E3966,0
1kmN3046E3966,519
1kmN3047E3966,132
1kmN3048E3966,71
1kmN3049E3966,160
1kmN3050E3966,95
1kmN3051E3966,605
1kmN3052E3966,541
1kmN3053E3966,0
1kmN3054E3966,55
1kmN3055E3966,593
1kmN3056E3966,187
1kmN3057E3966,254
1kmN3058E3966,16
1kmN3059E3966,0
1kmN3060E3966,10
1kmN3061E3966,179
1kmN3062E3966,33
1kmN3063E3966,90
1kmN3064E3966,169
1kmN3065E3966,0
1kmN3066E3966,308
1kmN3067E3966,0
1kmN3068E3966,49
1kmN3069E3966,90
1kmN3070E3966,0
1kmN3071E3966,0
1kmN3072E3966,258
1kmN3073E3966,3
1kmN3074E3966,603
1kmN3075E3966,160
1kmN3076E3966,176
1kmN3077E3966,113
1kmN3078E3966,0
1kmN3079E3966,6
1kmN3080E3966,164
1kmN3081E3966,13
1kmN3082E3966,280
1kmN3083E3966,0
1kmN3084E3966,0
1kmN3085E3966,207
1kmN3086E3966,5
1kmN3087E3966,289
1kmN3088E3966,494
1kmN3089E3966,298
1kmN3090E3966,5
1kmN3091E3966,252
1kmN3092E3966,179
1kmN3093E3966,125
1kmN3094E3966,355
1kmN3095E3966,188
1kmN3096E3966,428
1kmN3097E3966,183
1kmN3098E3966,374
1kmN3099E3966,85
1kmN3100E3966,106
1kmN3101E3966,190
1kmN3102E3966,62
1kmN3103E3966,76
1kmN3104E3966,582
1kmN3105E3966,144
1kmN3106E3966,294
1kmN3107E3966,892
1kmN3108E3966,873
1kmN3109E3966,570
1kmN3110E3966,531
1kmN3111E3966,178
1kmN3112E3966,764
1kmN3113E3966,347
1kmN3114E3966,212
1kmN3115E3966,313
1kmN3116E3966,32
1kmN3117E3966,46
1kmN3118E3966,23
1kmN3119E3966,40
1kmN3120E3966,57
1kmN3121E3966,443
1kmN3122E3966,59
1kmN3123E3966,147
1kmN3124E3966,50
1kmN3125E3966,14
1kmN3126E3966,46
1kmN3127E3966,139
1kmN3128E3966,52
1kmN3129E3966,310
1kmN3130E3966,106
1kmN3131E3966,178
1kmN3132E3966,165
1kmN3133E3966,13
1kmN3134E3966,126
1kmN3135E3966,1071
1kmN3136E3966,1283
1kmN3137E3966,41
1kmN3138E3966,16
1kmN3139E3966,3
1kmN3140E3966,12
1kmN3141E3966,0
1kmN3142E3966,10
1kmN3143E3966,26
1kmN3144E3966,62
1kmN3145E3966,274
1kmN3146E3966,261
1kmN3147E3966,117
1kmN3148E3966,23
1kmN3149E3966,5
1kmN3150E3966,47
1kmN3151E3966,57
1kmN3152E3966,57
1kmN3153E3966,28
1kmN3154E3966,25
1kmN3155E3966,26
1kmN3156E3966,125
1kmN3157E3966,2
1kmN2971E3967,0
1kmN2972E3967,0
1kmN2973E3967,0
1kmN2974E3967,0
1kmN2975E3967,14
1kmN2976E3967,50
1kmN2977E3967,24
1kmN2978E3967,238
1kmN2979E3967,241
1kmN2980E3967,54
1kmN2981E3967,0
1kmN2982E3967,43
1kmN2983E3967,0
1kmN2984E3967,2
1kmN2985E3967,2
1kmN2986E3967,25
1kmN2987E3967,407
1kmN2988E3967,13
1kmN2989E3967,0
1kmN2990E3967,2
1kmN2991E3967,0
1kmN2992E3967,0
1kmN2993E3967,268
1kmN2994E3967,143
1kmN2995E3967,2
1kmN2996E3967,0
1kmN2997E3967,18
1kmN2998E3967,120
1kmN2999E3967,82
1kmN3000E3967,0
1kmN3001E3967,0
1kmN3002E3967,0
1kmN3003E3967,0
1kmN3004E3967,16
1kmN3005E3967,0
1kmN3006E3967,32
1kmN3007E3967,0
1kmN3008E3967,62
1kmN3009E3967,2
1kmN3010E3967,7
1kmN3011E3967,0
1kmN3012E3967,0
1kmN3013E3967,0
1kmN3014E3967,53
1kmN3015E3967,0
1kmN3016E3967,0
1kmN3017E3967,110
1kmN3018E3967,21
1kmN3019E3967,52
1kmN3020E3967,0
1kmN3021E3967,26
1kmN3022E3967,74
1kmN3023E3967,8
1kmN3024E3967,2
1kmN3025E3967,0
1kmN3026E3967,0
1kmN3027E3967,0
1kmN3028E3967,55
1kmN3029E3967,93
1kmN3030E3967,0
1kmN3031E3967,8
1kmN3032E3967,437
1kmN3033E3967,0
1kmN3034E3967,24
1kmN3035E3967,74
1kmN3036E3967,91
1kmN3037E3967,55
1kmN3038E3967,5
1kmN3039E3967,179
1kmN3040E3967,682
1kmN3041E3967,113
1kmN3042E3967,179
1kmN3043E3967,61
1kmN3044E3967,0
1kmN3045E3967,0
1kmN3046E3967,316
1kmN3047E3967,175
1kmN3048E3967,52
1kmN3049E3967,35
1kmN3050E3967,22
1kmN3051E3967,219
